Date,Location,Highest Infection Count,Percent Population Infected,Population
4/30/2021,Andorra,13232,17.125477254,77265
4/29/2021,Andorra,13198,17.081472853,77265
4/28/2021,Andorra,13148,17.016760500,77265
4/27/2021,Andorra,13121,16.981815829,77265
4/26/2021,Andorra,13083,16.932634440,77265
4/25/2021,Andorra,13060,16.902866757,77265
4/24/2021,Andorra,13024,16.856273863,77265
4/23/2021,Andorra,13007,16.834271662,77265
4/22/2021,Andorra,12942,16.750145603,77265
4/21/2021,Andorra,12917,16.717789426,77265
4/20/2021,Andorra,12874,16.662136802,77265
4/18/2021,Andorra,12805,16.572833754,77265
4/19/2021,Andorra,12805,16.572833754,77265
4/17/2021,Andorra,12771,16.528829354,77265
4/16/2021,Andorra,12712,16.452468776,77265
4/14/2021,Andorra,12641,16.360577234,77265
4/15/2021,Andorra,12641,16.360577234,77265
4/13/2021,Andorra,12614,16.325632563,77265
4/12/2021,Andorra,12581,16.282922410,77265
4/11/2021,Andorra,12545,16.236329515,77265
4/10/2021,Andorra,12497,16.174205656,77265
4/9/2021,Andorra,12456,16.121141526,77265
4/8/2021,Andorra,12409,16.060311914,77265
4/7/2021,Andorra,12363,16.000776548,77265
4/6/2021,Andorra,12328,15.955477901,77265
4/5/2021,Andorra,12286,15.901119524,77265
4/4/2021,Andorra,12231,15.829935935,77265
4/3/2021,Andorra,12174,15.756163852,77265
4/2/2021,Andorra,12115,15.679803274,77265
4/1/2021,Andorra,12053,15.599559956,77265
3/31/2021,Andorra,12010,15.543907332,77265
4/30/2021,Montenegro,97389,15.506271674,628062
4/29/2021,Montenegro,97257,15.485254640,628062
3/30/2021,Andorra,11944,15.458487025,77265
4/28/2021,Montenegro,97080,15.457072709,628062
4/27/2021,Montenegro,96930,15.433189717,628062
4/26/2021,Montenegro,96779,15.409147505,628062
4/25/2021,Montenegro,96660,15.390200331,628062
3/29/2021,Andorra,11888,15.386009189,77265
4/24/2021,Montenegro,96499,15.364565919,628062
4/23/2021,Montenegro,96348,15.340523706,628062
3/28/2021,Andorra,11850,15.336827800,77265
4/22/2021,Montenegro,96187,15.314889294,628062
4/21/2021,Montenegro,96048,15.292757721,628062
3/27/2021,Andorra,11809,15.283763670,77265
4/20/2021,Montenegro,95894,15.268237849,628062
4/19/2021,Montenegro,95695,15.236553079,628062
4/30/2021,Czechia,1630758,15.227946036,10708982
4/18/2021,Montenegro,95551,15.213625406,628062
4/29/2021,Czechia,1628536,15.207197099,10708982
4/17/2021,Montenegro,95377,15.185921135,628062
3/26/2021,Andorra,11732,15.184106646,77265
4/28/2021,Czechia,1626033,15.183824195,10708982
4/16/2021,Montenegro,95205,15.158535304,628062
4/27/2021,Czechia,1622777,15.153419812,10708982
4/15/2021,Montenegro,95042,15.132582452,628062
4/26/2021,Czechia,1620206,15.129411927,10708982
3/25/2021,Andorra,11687,15.125865528,77265
4/25/2021,Czechia,1619383,15.121726790,10708982
4/24/2021,Czechia,1618068,15.109447378,10708982
4/14/2021,Montenegro,94859,15.103445201,628062
4/23/2021,Czechia,1615461,15.085103327,10708982
4/13/2021,Montenegro,94643,15.069053692,628062
3/24/2021,Andorra,11638,15.062447421,77265
4/22/2021,Czechia,1612832,15.060553842,10708982
4/12/2021,Montenegro,94419,15.033388423,628062
4/21/2021,Czechia,1609861,15.032810775,10708982
4/11/2021,Montenegro,94269,15.009505431,628062
3/23/2021,Andorra,11591,15.001617809,77265
4/20/2021,Czechia,1606030,14.997037067,10708982
4/10/2021,Montenegro,94035,14.972247963,628062
4/19/2021,Czechia,1602711,14.966044392,10708982
4/18/2021,Czechia,1601881,14.958293888,10708982
4/17/2021,Czechia,1600341,14.943913436,10708982
3/22/2021,Andorra,11545,14.942082444,77265
4/9/2021,Montenegro,93803,14.935308934,628062
4/30/2021,San Marino,5066,14.927220225,33938
4/16/2021,Czechia,1597103,14.913677136,10708982
4/29/2021,San Marino,5060,14.909540928,33938
4/28/2021,San Marino,5059,14.906594378,33938
3/21/2021,Andorra,11517,14.905843526,77265
4/27/2021,San Marino,5058,14.903647828,33938
4/8/2021,Montenegro,93566,14.897573806,628062
4/26/2021,San Marino,5055,14.894808180,33938
4/15/2021,Czechia,1593847,14.883272752,10708982
4/23/2021,San Marino,5047,14.871235783,33938
4/24/2021,San Marino,5047,14.871235783,33938
4/25/2021,San Marino,5047,14.871235783,33938
4/22/2021,San Marino,5045,14.865342684,33938
4/21/2021,San Marino,5044,14.862396134,33938
3/20/2021,Andorra,11481,14.859250631,77265
4/7/2021,Montenegro,93309,14.856654279,628062
4/20/2021,San Marino,5040,14.850609936,33938
4/14/2021,Czechia,1590124,14.848507543,10708982
4/19/2021,San Marino,5030,14.821144440,33938
4/6/2021,Montenegro,93030,14.812231913,628062
4/17/2021,San Marino,5026,14.809358241,33938
4/18/2021,San Marino,5026,14.809358241,33938
4/13/2021,Czechia,1585037,14.801005362,10708982
3/19/2021,Andorra,11431,14.794538277,77265
4/16/2021,San Marino,5016,14.779892746,33938
4/5/2021,Montenegro,92740,14.766058128,628062
4/12/2021,Czechia,1581184,14.765026218,10708982
4/15/2021,San Marino,5010,14.762213448,33938
4/11/2021,Czechia,1580189,14.755734952,10708982
3/18/2021,Andorra,11393,14.745356889,77265
4/14/2021,San Marino,5004,14.744534151,33938
4/10/2021,Czechia,1577972,14.735032704,10708982
4/4/2021,Montenegro,92519,14.730870519,628062
3/17/2021,Andorra,11360,14.702646735,77265
4/9/2021,Czechia,1573153,14.690033096,10708982
4/13/2021,San Marino,4985,14.688549708,33938
4/3/2021,Montenegro,92222,14.683582194,628062
3/16/2021,Andorra,11319,14.649582605,77265
4/8/2021,Czechia,1567848,14.640495240,10708982
4/2/2021,Montenegro,91906,14.633268690,628062
4/12/2021,San Marino,4962,14.620779068,33938
3/15/2021,Andorra,11289,14.610755193,77265
4/10/2021,San Marino,4956,14.603099770,33938
4/11/2021,San Marino,4956,14.603099770,33938
3/14/2021,Andorra,11266,14.580987511,77265
4/1/2021,Montenegro,91573,14.580248447,628062
4/7/2021,Czechia,1560777,14.574466555,10708982
4/9/2021,San Marino,4944,14.567741175,33938
4/8/2021,San Marino,4932,14.532382580,33938
3/13/2021,Andorra,11228,14.531806122,77265
3/31/2021,Montenegro,91218,14.523725365,628062
4/6/2021,Czechia,1555245,14.522808984,10708982
4/5/2021,Czechia,1553820,14.509502397,10708982
3/12/2021,Andorra,11199,14.494272957,77265
4/4/2021,Czechia,1551896,14.491536170,10708982
4/3/2021,Czechia,1549734,14.471347510,10708982
3/30/2021,Montenegro,90832,14.462266464,628062
4/7/2021,San Marino,4904,14.449879191,33938
4/2/2021,Czechia,1545865,14.435218959,10708982
3/10/2021,Andorra,11130,14.404969909,77265
3/11/2021,Andorra,11130,14.404969909,77265
3/29/2021,Montenegro,90418,14.396349405,628062
4/1/2021,Czechia,1539617,14.376875412,10708982
3/9/2021,Andorra,11089,14.351905779,77265
3/28/2021,Montenegro,90083,14.343010722,628062
4/6/2021,San Marino,4864,14.332017208,33938
3/8/2021,Andorra,11069,14.326020837,77265
3/31/2021,Czechia,1532332,14.308848404,10708982
3/7/2021,Andorra,11042,14.291076166,77265
3/27/2021,Montenegro,89732,14.287124520,628062
3/6/2021,Andorra,11019,14.261308484,77265
3/5/2021,Andorra,10998,14.234129295,77265
3/26/2021,Montenegro,89363,14.228372358,628062
3/30/2021,Czechia,1523668,14.227944355,10708982
3/4/2021,Andorra,10976,14.205655860,77265
3/3/2021,Andorra,10948,14.169416942,77265
3/25/2021,Montenegro,88991,14.169142537,628062
3/29/2021,Czechia,1516772,14.163549813,10708982
3/28/2021,Czechia,1515029,14.147273756,10708982
3/2/2021,Andorra,10908,14.117647059,77265
3/27/2021,Czechia,1511021,14.109847229,10708982
3/24/2021,Montenegro,88550,14.098926539,628062
3/1/2021,Andorra,10889,14.093056364,77265
4/2/2021,San Marino,4775,14.069774294,33938
4/3/2021,San Marino,4775,14.069774294,33938
4/4/2021,San Marino,4775,14.069774294,33938
4/5/2021,San Marino,4775,14.069774294,33938
2/28/2021,Andorra,10866,14.063288682,77265
2/27/2021,Andorra,10849,14.041286482,77265
3/26/2021,Czechia,1503307,14.037814239,10708982
3/23/2021,Montenegro,88116,14.029825081,628062
2/26/2021,Andorra,10822,14.006341811,77265
2/25/2021,Andorra,10799,13.976574128,77265
3/25/2021,Czechia,1495361,13.963614842,10708982
3/22/2021,Montenegro,87638,13.953717945,628062
2/24/2021,Andorra,10775,13.945512198,77265
3/31/2021,San Marino,4730,13.937179563,33938
4/1/2021,San Marino,4730,13.937179563,33938
2/23/2021,Andorra,10739,13.898919304,77265
3/21/2021,Montenegro,87212,13.885890247,628062
3/24/2021,Czechia,1486510,13.880964596,10708982
2/22/2021,Andorra,10712,13.863974633,77265
2/21/2021,Andorra,10699,13.847149421,77265
3/20/2021,Montenegro,86782,13.817425668,628062
2/20/2021,Andorra,10672,13.812204750,77265
3/30/2021,San Marino,4678,13.783958984,33938
3/23/2021,Czechia,1475538,13.778508545,10708982
2/19/2021,Andorra,10645,13.777260079,77265
3/19/2021,Montenegro,86282,13.737815693,628062
2/18/2021,Andorra,10610,13.731961431,77265
3/21/2021,Czechia,1469547,13.722564853,10708982
3/22/2021,Czechia,1467333,13.701890619,10708982
2/17/2021,Andorra,10583,13.697016760,77265
2/16/2021,Andorra,10555,13.660777842,77265
3/18/2021,Montenegro,85774,13.656931959,628062
3/29/2021,San Marino,4631,13.645471153,33938
2/15/2021,Andorra,10538,13.638775642,77265
3/20/2021,Czechia,1459406,13.627868643,10708982
2/14/2021,Andorra,10503,13.593476995,77265
3/17/2021,Montenegro,85253,13.573978365,628062
3/27/2021,San Marino,4603,13.562967765,33938
3/28/2021,San Marino,4603,13.562967765,33938
2/13/2021,Andorra,10463,13.541707112,77265
3/19/2021,Czechia,1449696,13.537197093,10708982
2/12/2021,Andorra,10427,13.495114217,77265
3/16/2021,Montenegro,84700,13.485929733,628062
2/11/2021,Andorra,10391,13.448521323,77265
3/18/2021,Czechia,1439019,13.437495740,10708982
3/15/2021,Montenegro,84163,13.400428620,628062
2/10/2021,Andorra,10352,13.398045687,77265
3/26/2021,San Marino,4547,13.397960988,33938
2/9/2021,Andorra,10312,13.346275804,77265
3/14/2021,Montenegro,83693,13.325595244,628062
3/17/2021,Czechia,1426991,13.325178808,10708982
2/8/2021,Andorra,10275,13.298388662,77265
2/7/2021,Andorra,10251,13.267326733,77265
3/13/2021,Montenegro,83165,13.241527110,628062
3/24/2021,San Marino,4484,13.212328363,33938
3/25/2021,San Marino,4484,13.212328363,33938
2/6/2021,Andorra,10206,13.209085614,77265
3/16/2021,Czechia,1412962,13.194176627,10708982
2/5/2021,Andorra,10172,13.165081214,77265
3/12/2021,Montenegro,82610,13.153160038,628062
2/4/2021,Andorra,10137,13.119782566,77265
3/15/2021,Czechia,1402420,13.095735897,10708982
3/14/2021,Czechia,1399078,13.064528449,10708982
3/11/2021,Montenegro,82029,13.060653248,628062
3/23/2021,San Marino,4432,13.059107785,33938
2/3/2021,Andorra,10070,13.033068013,77265
3/13/2021,Czechia,1392108,12.999442898,10708982
3/10/2021,Montenegro,81457,12.969579436,628062
2/2/2021,Andorra,10017,12.964472918,77265
3/22/2021,San Marino,4388,12.929459603,33938
2/1/2021,Andorra,9972,12.906231800,77265
3/9/2021,Montenegro,80803,12.865449589,628062
1/31/2021,Andorra,9937,12.860933152,77265
3/12/2021,Czechia,1376998,12.858346386,10708982
3/20/2021,San Marino,4356,12.835170016,33938
3/21/2021,San Marino,4356,12.835170016,33938
1/30/2021,Andorra,9885,12.793632304,77265
3/8/2021,Montenegro,80191,12.768006980,628062
3/11/2021,Czechia,1365724,12.753070273,10708982
3/19/2021,San Marino,4328,12.752666627,33938
1/29/2021,Andorra,9837,12.731508445,77265
3/7/2021,Montenegro,79774,12.701612261,628062
1/28/2021,Andorra,9779,12.656442115,77265
3/18/2021,San Marino,4292,12.646590842,33938
3/10/2021,Czechia,1351195,12.617399114,10708982
3/6/2021,Montenegro,79237,12.616111148,628062
1/27/2021,Andorra,9716,12.574904549,77265
3/5/2021,Montenegro,78634,12.520101519,628062
3/17/2021,San Marino,4249,12.519889210,33938
1/26/2021,Andorra,9638,12.473953278,77265
3/9/2021,Czechia,1335815,12.473781355,10708982
3/4/2021,Montenegro,78060,12.428709268,628062
1/25/2021,Andorra,9596,12.419594901,77265
3/16/2021,San Marino,4204,12.387294478,33938
3/8/2021,Czechia,1325291,12.375508708,10708982
1/24/2021,Andorra,9549,12.358765288,77265
3/7/2021,Czechia,1321331,12.338530404,10708982
3/3/2021,Montenegro,77493,12.338431556,628062
1/23/2021,Andorra,9499,12.294052935,77265
3/6/2021,Czechia,1312164,12.252929363,10708982
3/2/2021,Montenegro,76868,12.238919088,628062
3/15/2021,San Marino,4151,12.231127350,33938
1/22/2021,Andorra,9416,12.186630428,77265
3/13/2021,San Marino,4126,12.157463610,33938
3/14/2021,San Marino,4126,12.157463610,33938
3/1/2021,Montenegro,76283,12.145775417,628062
1/21/2021,Andorra,9379,12.138743286,77265
3/5/2021,Czechia,1299002,12.130023190,10708982
2/28/2021,Montenegro,75834,12.074285660,628062
3/12/2021,San Marino,4096,12.069067122,33938
1/20/2021,Andorra,9308,12.046851744,77265
2/27/2021,Montenegro,75332,11.994357245,628062
3/4/2021,Czechia,1284288,11.992624509,10708982
3/11/2021,San Marino,4062,11.968884436,33938
2/26/2021,Montenegro,74789,11.907900812,628062
1/19/2021,Andorra,9194,11.899307578,77265
3/10/2021,San Marino,4030,11.874594849,33938
3/3/2021,Czechia,1269058,11.850407443,10708982
2/25/2021,Montenegro,74183,11.811413523,628062
1/17/2021,Andorra,9083,11.755646153,77265
1/18/2021,Andorra,9083,11.755646153,77265
3/9/2021,San Marino,3984,11.739053568,33938
2/24/2021,Montenegro,73612,11.720498932,628062
1/16/2021,Andorra,9038,11.697405035,77265
3/2/2021,Czechia,1252242,11.693380379,10708982
2/23/2021,Montenegro,72969,11.618120504,628062
3/8/2021,San Marino,3935,11.594672638,33938
3/1/2021,Czechia,1240051,11.579541361,10708982
1/15/2021,Andorra,8946,11.578334304,77265
4/30/2021,Slovenia,240292,11.558434812,2078932
3/6/2021,San Marino,3922,11.556367494,33938
3/7/2021,San Marino,3922,11.556367494,33938
2/28/2021,Czechia,1235480,11.536857565,10708982
2/22/2021,Montenegro,72395,11.526728253,628062
4/29/2021,Slovenia,239339,11.512593967,2078932
3/5/2021,San Marino,3896,11.479757204,33938
1/14/2021,Andorra,8868,11.477383032,77265
4/28/2021,Slovenia,238421,11.468436678,2078932
2/27/2021,Czechia,1227595,11.463227784,10708982
2/21/2021,Montenegro,71995,11.463040273,628062
4/27/2021,Slovenia,238023,11.449292233,2078932
1/13/2021,Andorra,8818,11.412670679,77265
4/26/2021,Slovenia,237219,11.410618529,2078932
4/25/2021,Slovenia,237028,11.401431119,2078932
2/20/2021,Montenegro,71593,11.399033853,628062
3/4/2021,San Marino,3867,11.394307266,33938
4/24/2021,Slovenia,236613,11.381468947,2078932
4/23/2021,Slovenia,235711,11.338081284,2078932
2/26/2021,Czechia,1212780,11.324885970,10708982
2/19/2021,Montenegro,71112,11.322449058,628062
4/22/2021,Slovenia,234811,11.294789825,2078932
3/3/2021,San Marino,3829,11.282338382,33938
4/21/2021,Slovenia,234067,11.259002218,2078932
2/18/2021,Montenegro,70658,11.250163200,628062
1/12/2021,Andorra,8682,11.236653077,77265
4/20/2021,Slovenia,233031,11.209168939,2078932
2/25/2021,Czechia,1198168,11.188439760,10708982
4/19/2021,Slovenia,232311,11.174535771,2078932
2/17/2021,Montenegro,70174,11.173100745,628062
3/2/2021,San Marino,3791,11.170369497,33938
4/18/2021,Slovenia,232071,11.162991382,2078932
4/17/2021,Slovenia,231593,11.139998807,2078932
1/9/2021,Andorra,8586,11.112405358,77265
1/10/2021,Andorra,8586,11.112405358,77265
1/11/2021,Andorra,8586,11.112405358,77265
2/16/2021,Montenegro,69770,11.108775885,628062
4/16/2021,Slovenia,230826,11.103104863,2078932
4/15/2021,Slovenia,229967,11.061785571,2078932
2/24/2021,Czechia,1184352,11.059426564,10708982
3/1/2021,San Marino,3746,11.037774766,33938
2/15/2021,Montenegro,69294,11.032987189,628062
4/14/2021,Slovenia,229076,11.018927026,2078932
1/8/2021,Andorra,8489,10.986863392,77265
2/14/2021,Montenegro,68921,10.973598148,628062
4/13/2021,Slovenia,227836,10.959281015,2078932
2/27/2021,San Marino,3716,10.949378278,33938
2/28/2021,San Marino,3716,10.949378278,33938
2/23/2021,Czechia,1168491,10.911317248,10708982
4/12/2021,Slovenia,226786,10.908774313,2078932
2/13/2021,Montenegro,68476,10.902745270,628062
4/11/2021,Slovenia,226499,10.894969148,2078932
4/10/2021,Slovenia,225950,10.868561357,2078932
2/12/2021,Montenegro,68004,10.827593454,628062
2/26/2021,San Marino,3671,10.816783546,33938
4/9/2021,Slovenia,224699,10.808386229,2078932
2/22/2021,Czechia,1157180,10.805695630,10708982
1/6/2021,Andorra,8348,10.804374555,77265
1/7/2021,Andorra,8348,10.804374555,77265
2/21/2021,Czechia,1153159,10.768147710,10708982
1/5/2021,Andorra,8308,10.752604672,77265
4/8/2021,Slovenia,223416,10.746671849,2078932
2/11/2021,Montenegro,67441,10.737952623,628062
4/30/2021,Luxembourg,67205,10.736034608,625976
4/29/2021,Luxembourg,67045,10.710474523,625976
2/20/2021,Czechia,1146321,10.704294769,10708982
1/4/2021,Andorra,8249,10.676244095,77265
4/28/2021,Luxembourg,66826,10.675489156,625976
4/7/2021,Slovenia,221890,10.673268775,2078932
2/25/2021,San Marino,3621,10.669456067,33938
2/10/2021,Montenegro,66857,10.644968172,628062
4/27/2021,Luxembourg,66594,10.638427032,625976
4/6/2021,Slovenia,220698,10.615931642,2078932
4/26/2021,Luxembourg,66374,10.603281915,625976
4/5/2021,Slovenia,220425,10.602799899,2078932
1/3/2021,Andorra,8192,10.602472012,77265
2/19/2021,Czechia,1134957,10.598178240,10708982
4/4/2021,Slovenia,220141,10.589139039,2078932
1/2/2021,Andorra,8166,10.568821588,77265
2/24/2021,San Marino,3585,10.563380282,33938
4/3/2021,Slovenia,219420,10.554457770,2078932
2/9/2021,Montenegro,66234,10.545774143,628062
4/23/2021,Luxembourg,66007,10.544653469,625976
4/24/2021,Luxembourg,66007,10.544653469,625976
4/25/2021,Luxembourg,66007,10.544653469,625976
4/22/2021,Luxembourg,65813,10.513661866,625976
1/1/2021,Andorra,8117,10.505403482,77265
4/2/2021,Slovenia,218114,10.491637052,2078932
2/18/2021,Czechia,1123252,10.488877468,10708982
4/21/2021,Luxembourg,65604,10.480274004,625976
2/8/2021,Montenegro,65657,10.453904232,628062
4/1/2021,Slovenia,216939,10.435117647,2078932
4/20/2021,Luxembourg,65319,10.434745102,625976
2/23/2021,San Marino,3538,10.424892451,33938
12/31/2020,Andorra,8049,10.417394681,77265
4/19/2021,Luxembourg,65144,10.406788759,625976
4/30/2021,Bahrain,176934,10.398199794,1701583
2/17/2021,Czechia,1112322,10.386813611,10708982
2/7/2021,Montenegro,65227,10.385439654,628062
3/31/2021,Slovenia,215602,10.370805779,2078932
4/16/2021,Luxembourg,64746,10.343208046,625976
4/17/2021,Luxembourg,64746,10.343208046,625976
4/18/2021,Luxembourg,64746,10.343208046,625976
12/30/2020,Andorra,7983,10.331974374,77265
4/29/2021,Bahrain,175752,10.328735066,1701583
4/15/2021,Luxembourg,64549,10.311737191,625976
2/6/2021,Montenegro,64739,10.307740319,628062
3/30/2021,Slovenia,214045,10.295911555,2078932
2/22/2021,San Marino,3494,10.295244269,33938
4/14/2021,Luxembourg,64334,10.277390826,625976
2/16/2021,Czechia,1099654,10.268520388,10708982
4/28/2021,Bahrain,174659,10.264500762,1701583
12/29/2020,Andorra,7919,10.249142561,77265
3/29/2021,Slovenia,212966,10.244009905,2078932
4/13/2021,Luxembourg,64062,10.233938681,625976
2/20/2021,San Marino,3472,10.230420178,33938
2/21/2021,San Marino,3472,10.230420178,33938
3/28/2021,Slovenia,212678,10.230156638,2078932
2/5/2021,Montenegro,64168,10.216825727,628062
4/12/2021,Luxembourg,63880,10.204864084,625976
3/27/2021,Slovenia,212040,10.199467804,2078932
4/27/2021,Bahrain,173548,10.199208619,1701583
12/28/2020,Andorra,7875,10.192195690,77265
2/15/2021,Czechia,1090860,10.186402405,10708982
2/14/2021,Czechia,1088009,10.159779893,10708982
4/26/2021,Bahrain,172576,10.142085341,1701583
3/26/2021,Slovenia,210785,10.139100269,2078932
4/9/2021,Luxembourg,63467,10.138887114,625976
4/10/2021,Luxembourg,63467,10.138887114,625976
4/11/2021,Luxembourg,63467,10.138887114,625976
2/19/2021,San Marino,3440,10.136130591,33938
4/30/2021,Serbia,689557,10.133694932,6804596
2/4/2021,Montenegro,63633,10.131643054,628062
12/27/2020,Andorra,7821,10.122306348,77265
2/13/2021,Czechia,1082849,10.111596042,10708982
4/29/2021,Serbia,687944,10.109990365,6804596
12/26/2020,Andorra,7806,10.102892642,77265
4/8/2021,Luxembourg,63180,10.093038711,625976
3/25/2021,Slovenia,209753,10.089459395,2078932
4/28/2021,Serbia,685937,10.080495594,6804596
2/18/2021,San Marino,3420,10.077199599,33938
4/25/2021,Bahrain,171370,10.071210161,1701583
2/3/2021,Montenegro,63118,10.049644780,628062
4/27/2021,Serbia,683799,10.049075654,6804596
12/25/2020,Andorra,7756,10.038180289,77265
3/24/2021,Slovenia,208588,10.033421007,2078932
4/7/2021,Luxembourg,62793,10.031215254,625976
2/12/2021,Czechia,1073966,10.028646981,10708982
4/26/2021,Serbia,681654,10.017552842,6804596
4/24/2021,Bahrain,170335,10.010384448,1701583
4/6/2021,Luxembourg,62625,10.004377165,625976
2/17/2021,San Marino,3394,10.000589310,33938
4/25/2021,Serbia,679667,9.988351990,6804596
3/23/2021,Slovenia,207298,9.971369915,2078932
12/24/2020,Andorra,7699,9.964408206,77265
4/24/2021,Serbia,677972,9.963442356,6804596
2/2/2021,Montenegro,62476,9.947425573,628062
4/23/2021,Bahrain,169254,9.946855369,1701583
2/11/2021,Czechia,1064952,9.944474648,10708982
4/23/2021,Serbia,675904,9.933051132,6804596
12/23/2020,Andorra,7669,9.925580793,77265
3/22/2021,Slovenia,206317,9.924182224,2078932
4/2/2021,Luxembourg,62105,9.921306887,625976
4/3/2021,Luxembourg,62105,9.921306887,625976
4/4/2021,Luxembourg,62105,9.921306887,625976
4/5/2021,Luxembourg,62105,9.921306887,625976
3/21/2021,Slovenia,206026,9.910184653,2078932
4/22/2021,Serbia,673520,9.898015988,6804596
4/1/2021,Luxembourg,61881,9.885522768,625976
3/20/2021,Slovenia,205509,9.885316114,2078932
4/22/2021,Bahrain,168201,9.884971817,1701583
12/22/2020,Andorra,7633,9.878987899,77265
2/16/2021,San Marino,3352,9.876834227,33938
2/1/2021,Montenegro,61972,9.867178718,628062
4/21/2021,Serbia,670801,9.858057701,6804596
2/10/2021,Czechia,1055415,9.855418564,10708982
3/31/2021,Luxembourg,61642,9.847342390,625976
12/21/2020,Andorra,7602,9.838866240,77265
3/19/2021,Slovenia,204482,9.835915749,2078932
4/21/2021,Bahrain,167165,9.824087335,1701583
1/31/2021,Montenegro,61659,9.817342874,628062
4/20/2021,Serbia,667937,9.815968501,6804596
12/20/2020,Andorra,7577,9.806510063,77265
3/18/2021,Slovenia,203544,9.790796428,2078932
3/30/2021,Luxembourg,61255,9.785518934,625976
12/19/2020,Andorra,7560,9.784507863,77265
2/15/2021,San Marino,3317,9.773704991,33938
4/30/2021,United States,32346971,9.772420642,331002647
4/19/2021,Serbia,664972,9.772395011,6804596
4/20/2021,Bahrain,166157,9.764848379,1701583
2/9/2021,Czechia,1045132,9.759396365,10708982
3/29/2021,Luxembourg,61073,9.756444337,625976
4/29/2021,United States,32289049,9.754921688,331002647
1/30/2021,Montenegro,61202,9.744579357,628062
3/17/2021,Slovenia,202573,9.744089754,2078932
4/28/2021,United States,32230850,9.737339049,331002647
4/18/2021,Serbia,662368,9.734126758,6804596
12/18/2020,Andorra,7519,9.731443733,77265
4/27/2021,United States,32175725,9.720685104,331002647
4/26/2021,United States,32124869,9.705320876,331002647
4/19/2021,Bahrain,165118,9.703787591,1701583
4/17/2021,Serbia,660299,9.703720838,6804596
3/16/2021,Slovenia,201497,9.692332409,2078932
4/25/2021,United States,32077178,9.690912834,331002647
2/8/2021,Czechia,1037405,9.687241981,10708982
4/30/2021,Israel,838481,9.687216547,8655541
4/29/2021,Israel,838407,9.686361604,8655541
4/28/2021,Israel,838323,9.685391127,8655541
1/29/2021,Montenegro,60827,9.684871876,628062
4/27/2021,Israel,838217,9.684166478,8655541
4/26/2021,Israel,838107,9.682895616,8655541
4/25/2021,Israel,838024,9.681936692,8655541
4/24/2021,Israel,837974,9.681359028,8655541
4/24/2021,United States,32045113,9.681225601,331002647
4/23/2021,Israel,837892,9.680411658,8655541
4/22/2021,Israel,837807,9.679429628,8655541
4/21/2021,Israel,837492,9.675790341,8655541
4/20/2021,Israel,837357,9.674230646,8655541
4/19/2021,Israel,837218,9.672624738,8655541
4/18/2021,Israel,837047,9.670649125,8655541
4/16/2021,Israel,836936,9.669366710,8655541
4/15/2021,Israel,836902,9.668973898,8655541
4/17/2021,Israel,836883,9.668754385,8655541
4/16/2021,Serbia,657716,9.665761200,6804596
4/14/2021,Israel,836590,9.665369270,8655541
4/23/2021,United States,31991750,9.665103977,331002647
2/7/2021,Czechia,1034975,9.664550748,10708982
12/17/2020,Andorra,7466,9.662848638,77265
4/13/2021,Israel,836334,9.662411627,8655541
4/12/2021,Israel,836158,9.660378248,8655541
3/26/2021,Luxembourg,60465,9.659316012,625976
3/27/2021,Luxembourg,60465,9.659316012,625976
3/28/2021,Luxembourg,60465,9.659316012,625976
2/12/2021,San Marino,3278,9.658789557,33938
2/13/2021,San Marino,3278,9.658789557,33938
2/14/2021,San Marino,3278,9.658789557,33938
4/11/2021,Israel,835933,9.657778757,8655541
4/10/2021,Israel,835813,9.656392362,8655541
4/9/2021,Israel,835674,9.654786454,8655541
4/8/2021,Israel,835486,9.652614435,8655541
4/7/2021,Israel,835216,9.649495046,8655541
3/15/2021,Slovenia,200579,9.648175121,2078932
4/22/2021,United States,31929351,9.646252466,331002647
4/6/2021,Israel,834920,9.646075271,8655541
4/18/2021,Bahrain,164110,9.644548635,1701583
4/5/2021,Israel,834603,9.642412877,8655541
4/30/2021,Sweden,973604,9.640340341,10099270
3/14/2021,Slovenia,200374,9.638314288,2078932
4/4/2021,Israel,834247,9.638299905,8655541
12/16/2020,Andorra,7446,9.636963696,77265
4/3/2021,Israel,834070,9.636254972,8655541
4/2/2021,Israel,833707,9.632061127,8655541
4/1/2021,Israel,833456,9.629161251,8655541
4/21/2021,United States,31862094,9.625933294,331002647
3/31/2021,Israel,833105,9.625106045,8655541
4/15/2021,Serbia,654870,9.623936528,6804596
3/30/2021,Israel,832639,9.619722210,8655541
2/6/2021,Czechia,1030112,9.619140269,10708982
3/25/2021,Luxembourg,60205,9.617780873,625976
3/29/2021,Israel,832125,9.613783818,8655541
3/13/2021,Slovenia,199854,9.613301445,2078932
3/28/2021,Israel,831924,9.611461606,8655541
4/20/2021,United States,31799237,9.606943415,331002647
3/26/2021,Israel,831383,9.605211274,8655541
3/27/2021,Israel,831383,9.605211274,8655541
1/28/2021,Montenegro,60288,9.599052323,628062
3/25/2021,Israel,830845,9.598995603,8655541
3/24/2021,Israel,830028,9.589556563,8655541
4/19/2021,United States,31737964,9.588432083,331002647
4/17/2021,Bahrain,163113,9.585956136,1701583
3/23/2021,Israel,829689,9.585639996,8655541
4/29/2021,Sweden,967678,9.581662833,10099270
4/14/2021,Serbia,651899,9.580274861,6804596
3/22/2021,Israel,828764,9.574953200,8655541
